date,open,high,low,close,adjclose,volume
"2017-02-28",236.67,236.95,236.02,236.47,203.1346,96961900
"2017-03-01",238.39,240.32,238.37,239.78,205.978,149158200
"2017-03-02",239.56,239.57,238.21,238.27,204.6808,70246000
"2017-03-03",238.17,238.61,237.73,238.42,204.8097,81974300
"2017-03-06",237.5,238.12,237.01,237.71,204.1998,55391500
"2017-03-07",237.36,237.77,236.76,237,203.5899,65103700
"2017-03-08",237.34,237.64,236.4,236.56,203.2119,78168800
"2017-03-09",236.7,237.24,235.74,236.86,203.4696,90683900
"2017-03-10",237.97,238.02,236.59,237.69,204.1826,81991700
"2017-03-13",237.62,237.86,237.24,237.81,204.2857,57256800
"2017-03-14",237.18,237.24,236.19,236.9,203.5039,59880800
"2017-03-15",237.56,239.44,237.29,238.95,205.265,96081800
"2017-03-16",239.11,239.2,238.1,238.48,204.8612,78344000
"2017-03-17",237.75,237.97,237.03,237.03,204.5014,89002100
"2017-03-20",237.03,237.36,236.32,236.77,204.2771,52537000
"2017-03-21",237.47,237.61,233.58,233.73,201.6543,131809300
"2017-03-22",233.77,234.61,233.05,234.28,202.1289,97569200
"2017-03-23",234.28,235.34,233.6,234.03,201.9131,100410300
"2017-03-24",234.38,235.04,232.96,233.86,201.7665,112504900
"2017-03-27",231.93,233.92,231.61,233.62,201.5594,87454500
"2017-03-28",233.27,235.81,233.14,235.32,203.0262,93483900
"2017-03-29",234.99,235.81,234.73,235.54,203.2159,61950400
"2017-03-30",235.47,236.52,235.27,236.29,203.863,56737900
"2017-03-31",235.9,236.51,235.68,235.74,203.3885,73733100
"2017-04-03",235.8,236.03,233.91,235.33,203.0348,85546500
"2017-04-04",235,235.58,234.56,235.48,203.1642,56466200
"2017-04-05",236.26,237.39,234.54,234.78,202.5602,108800600
"2017-04-06",234.94,236.04,234.43,235.44,203.1296,69135800
"2017-04-07",235.15,236,234.64,235.2,202.9226,74412300
"2017-04-10",235.36,236.26,234.73,235.34,203.0434,67615300
"2017-04-11",234.9,235.18,233.34,235.06,202.8018,88045300
"2017-04-12",234.74,234.96,233.77,234.03,201.9131,81864400
"2017-04-13",233.64,234.49,232.51,232.51,200.6018,92880400
"2017-04-17",233.11,234.57,232.88,234.57,202.3791,68405400
"2017-04-18",233.72,234.49,233.08,233.87,201.7751,83225800
"2017-04-19",234.52,234.95,233.18,233.44,201.4041,68699900
"2017-04-20",234.15,235.85,233.78,235.34,203.0434,92572200
"2017-04-21",235.25,235.31,234.13,234.59,202.3963,110389800
"2017-04-24",237.18,237.41,234.56,237.17,204.6222,119209900
"2017-04-25",237.91,238.95,237.81,238.55,205.8129,76698300
"2017-04-26",238.51,239.53,238.35,238.4,205.6834,84702500
"2017-04-27",238.77,238.95,237.98,238.6,205.856,57410300
"2017-04-28",238.9,238.93,237.93,238.08,205.4074,63532800
"2017-05-01",238.68,239.17,238.2,238.68,205.925,66882500
"2017-05-02",238.84,238.98,238.3,238.77,206.0027,57375700
"2017-05-03",238.77,238.88,237.7,238.48,205.7524,73137700
"2017-05-04",238.83,238.92,237.78,238.76,205.994,61462700
"2017-05-05",239.19,239.72,238.68,239.7,206.805,62001300
"2017-05-08",239.75,239.92,239.17,239.66,206.7705,48385700
"2017-05-09",239.96,240.19,239.04,239.44,206.5807,51363200
"2017-05-10",239.39,239.87,239.15,239.87,206.9517,54293800
"2017-05-11",239.35,239.57,238.13,239.38,206.529,62358300
"2017-05-12",239.09,239.43,238.67,238.98,206.1838,53912700
"2017-05-15",239.47,240.44,239.45,240.3,207.3227,61918900
"2017-05-16",240.64,240.67,239.63,240.08,207.1329,51241800
"2017-05-17",240.08,240.08,235.75,235.82,203.4575,172174100
"2017-05-18",235.73,237.75,235.43,236.77,204.2771,107047700
"2017-05-19",237.33,239.08,237.27,238.31,205.6057,115011400
"2017-05-22",238.9,239.71,238.82,239.52,206.6497,61010600
"2017-05-23",239.95,240.24,239.51,240.05,207.107,48341700
"2017-05-24",240.32,240.73,239.93,240.61,207.5902,46927700
"2017-05-25",241.2,242.08,240.96,241.76,208.5823,64071700
"2017-05-26",241.54,241.9,241.45,241.71,208.5392,46629900
"2017-05-30",241.34,241.79,241.16,241.5,208.358,35201900
"2017-05-31",241.84,241.88,240.64,241.44,208.3063,91796000
"2017-06-01",241.97,243.38,241.64,243.36,209.9627,68962000
"2017-06-02",243.42,244.35,243.08,244.17,210.6616,88666100
"2017-06-05",243.97,244.3,243.76,243.99,210.5063,44698800
"2017-06-06",243.34,243.98,243.12,243.21,209.8334,50375400
"2017-06-07",243.6,243.92,242.83,243.66,210.2216,54144300
"2017-06-08",243.77,244.33,243.17,243.78,210.3251,65950700
"2017-06-09",244.09,245.01,241.95,243.41,210.0059,132256400
"2017-06-12",243.13,243.42,242.38,243.36,209.9627,86108100
"2017-06-13",243.98,244.61,243.58,244.55,210.9894,60067000
"2017-06-14",244.86,244.87,243.29,244.24,210.722,78602300
"2017-06-15",242.68,243.91,242.36,243.77,210.3165,66464900
"2017-06-16",242.77,242.83,241.63,242.64,210.3624,84553100
"2017-06-19",243.59,244.73,243.48,244.66,212.1138,65123800
"2017-06-20",244.25,244.26,242.99,243.01,210.6832,56906400
"2017-06-21",243.46,243.59,242.41,242.95,210.6312,55977600
"2017-06-22",242.96,243.53,242.64,242.84,210.5358,44148100
"2017-06-23",242.91,243.51,242.47,243.13,210.7872,66986800
"2017-06-26",243.9,244.38,243.05,243.29,210.9259,56700500
"2017-06-27",243.04,243.38,241.31,241.33,209.2267,82247700
"2017-06-28",242.5,243.72,242.23,243.49,211.0994,70042600
"2017-06-29",243.66,243.72,239.96,241.35,209.244,106949700
"2017-06-30",242.28,242.71,241.58,241.8,209.6342,86820700
"2017-07-03",242.88,243.38,242.21,242.21,209.9897,39153800
"2017-07-05",242.63,243.01,241.7,242.77,210.4751,54427600
"2017-07-06",241.89,242.03,240.34,240.55,208.5505,65400800
"2017-07-07",241.21,242.28,240.56,242.11,209.9029,57972300
"2017-07-10",242.11,242.8,241.76,242.37,210.1284,36663300
"2017-07-11",242.37,242.55,240.85,242.19,209.9723,50354600
"2017-07-12",243.3,244.2,243.3,244.01,211.5502,59610400
"2017-07-13",244.02,244.55,243.76,244.42,211.9056,39471600
"2017-07-14",244.42,245.97,244.31,245.56,212.894,60262700
"2017-07-17",245.47,245.91,245.33,245.53,212.868,33531900
"2017-07-18",245.06,245.72,244.67,245.66,212.9807,42742500
"2017-07-19",246.02,247,246.01,246.99,214.1338,51034300
"2017-07-20",247.28,247.42,246.47,247.1,214.2292,47135200
"2017-07-21",246.44,246.91,246.18,246.88,214.0384,82340800
"2017-07-24",246.79,246.98,246.28,246.82,213.9864,46622300
"2017-07-25",247.68,247.8,247.16,247.42,214.5066,54915600
"2017-07-26",247.75,247.79,247.13,247.43,214.5152,47575400
"2017-07-27",247.96,248,245.68,247.2,214.3158,70766600
"2017-07-28",246.65,247.06,246.13,246.91,214.0644,50088400
"2017-07-31",247.37,247.48,246.53,246.77,213.9431,65838700
"2017-08-01",247.46,247.5,246.72,247.32,214.4199,55050400
"2017-08-02",247.47,247.6,246.37,247.44,214.5239,47211200
"2017-08-03",247.31,247.34,246.64,246.96,214.1078,40856000
"2017-08-04",247.52,247.79,246.97,247.41,214.4979,60191800
"2017-08-07",247.49,247.87,247.37,247.87,214.8967,31995000
"2017-08-08",247.51,248.91,246.83,247.26,214.3678,61719400
"2017-08-09",246.47,247.31,246.06,247.25,214.3592,62632600
"2017-08-10",246.29,246.44,243.7,243.76,211.3334,120479500
"2017-08-11",244.02,244.8,243.75,244.12,211.6456,74869900
"2017-08-14",245.59,246.79,245.55,246.54,213.7437,73291900
"2017-08-15",246.98,247,246.16,246.51,213.7177,55242700
"2017-08-16",247.11,247.57,246.45,246.94,214.0904,56715500
"2017-08-17",246.24,246.6,243.09,243.09,210.7526,128490400
"2017-08-18",242.9,244.19,242.2,242.71,210.4232,136748000
"2017-08-21",242.64,243.2,241.83,242.9,210.5879,65469700
"2017-08-22",243.57,245.62,243.55,245.44,212.79,63140100
"2017-08-23",244.33,245.05,244.16,244.56,212.027,50203800
"2017-08-24",245,245.18,243.75,243.99,211.5328,50741700
"2017-08-25",244.9,245.61,244.39,244.56,212.027,64445900
"2017-08-28",245.17,245.2,244.09,244.57,212.0357,40565600
"2017-08-29",243.06,245.15,242.93,244.85,212.2785,51135700
"2017-08-30",244.83,246.32,244.62,246.01,213.2841,62030800
"2017-08-31",246.72,247.77,246.05,247.49,214.5673,103803900
"2017-09-01",247.92,248.33,247.67,247.84,214.8707,62007000
"2017-09-05",247.26,247.52,244.95,246.06,213.3275,91398800
"2017-09-06",246.84,247.28,246.23,246.9,214.0558,57916900
"2017-09-07",247.25,247.27,246.4,246.87,214.0297,58034700
"2017-09-08",246.54,247.11,246.3,246.58,213.7783,63832800
"2017-09-11",248.04,249.3,248.02,249.21,216.0585,71364800
"2017-09-12",249.63,250.09,249.42,250.05,216.7867,56896000
"2017-09-13",249.72,250.21,249.59,250.17,216.8908,59228000
"2017-09-14",249.8,250.32,249.6,250.09,216.8214,95446300
"2017-09-15",248.69,249.29,248.57,249.19,217.1133,95432400
"2017-09-18",249.61,250.12,249.28,249.72,217.575,46235200
"2017-09-19",250,250.07,249.6,249.97,217.7929,47108100
"2017-09-20",250.07,250.19,248.92,250.06,217.8713,59574100
"2017-09-21",249.88,249.98,249.19,249.39,217.2875,48211400
"2017-09-22",249.05,249.63,249.02,249.44,217.3311,51214000
"2017-09-25",249.15,249.55,248.08,248.93,216.8867,57064400
"2017-09-26",249.42,249.7,248.81,249.08,217.0174,54082000
"2017-09-27",249.88,250.49,248.87,250.05,217.8625,81001400
"2017-09-28",249.73,250.44,249.63,250.35,218.124,44778800
"2017-09-29",250.34,251.32,250.13,251.23,218.8907,85578000
"2017-10-02",251.49,252.32,251.29,252.32,219.8404,59023000
"2017-10-03",252.32,252.89,252.23,252.86,220.3108,66810200
"2017-10-04",252.69,253.44,252.56,253.16,220.5723,55953600
"2017-10-05",253.54,254.68,253.2,254.66,221.8791,63522800
"2017-10-06",254.15,254.7,253.85,254.37,221.6265,80646000
"2017-10-09",254.63,254.7,253.65,253.95,221.2605,35803100
"2017-10-10",254.6,255.05,253.98,254.62,221.8443,43057400
"2017-10-11",254.51,255.02,254.32,255.02,222.1928,47674300
"2017-10-12",254.66,255.06,254.37,254.64,221.8617,47065100
"2017-10-13",255.14,255.27,254.64,254.95,222.1318,54800400
"2017-10-16",255.21,255.51,254.82,255.29,222.428,38221700
"2017-10-17",255.23,255.52,254.98,255.47,222.5849,31561000
"2017-10-18",255.9,255.95,255.5,255.72,222.8027,40888300
"2017-10-19",254.83,255.83,254.35,255.79,222.8637,61903800
"2017-10-20",256.7,257.14,255.77,257.11,224.0138,89176400
"2017-10-23",257.48,257.51,256.02,256.11,223.1425,63915300
"2017-10-24",256.6,256.83,256.15,256.56,223.5346,66935900
"2017-10-25",256.18,256.31,254,255.29,222.428,103715300
"2017-10-26",255.99,256.3,255.48,255.62,222.7156,69798000
"2017-10-27",256.47,257.89,255.63,257.71,224.5365,85562500
"2017-10-30",256.47,257.6,256.41,256.75,223.7001,54285700
"2017-10-31",257.18,257.44,256.81,257.15,224.0486,60304800
"2017-11-01",258.04,258.43,257.07,257.49,224.3449,54202700
"2017-11-02",257.41,257.75,256.19,257.59,224.4319,56449500
"2017-11-03",257.77,258.5,257.3,258.45,225.1813,59589700
"2017-11-06",258.3,259,258.22,258.85,225.5298,49652600
"2017-11-07",258.97,259.35,258.09,258.67,225.373,57502200
"2017-11-08",258.47,259.22,258.15,259.11,225.7563,50469600
"2017-11-09",257.73,258.39,256.36,258.17,224.9373,95085500
"2017-11-10",257.73,258.29,257.37,258.09,224.8676,59984700
"2017-11-13",257.31,258.59,257.27,258.33,225.0767,50228600
"2017-11-14",257.41,257.85,256.52,257.73,224.554,61315200
"2017-11-15",256.62,257.22,255.63,256.44,223.4301,80811500
"2017-11-16",257.52,259.04,257.47,258.62,225.3294,67777000
"2017-11-17",258.22,258.59,257.77,257.86,224.6672,75756800
"2017-11-20",258.14,258.52,257.86,258.3,225.0506,48075500
"2017-11-21",259.18,260.2,258.26,259.99,226.523,69176800
"2017-11-22",260,260.15,259.57,259.76,226.3227,45033400
"2017-11-24",260.32,260.48,260.16,260.36,226.8454,27856500
"2017-11-27",260.41,260.75,260,260.23,226.7322,52274900
"2017-11-28",260.76,262.9,260.65,262.87,229.0323,98971700
"2017-11-29",263.02,263.63,262.2,262.71,228.8929,77512100
"2017-11-30",263.76,266.05,263.67,265.01,230.8969,127894400
"2017-12-01",264.76,265.31,260.76,264.46,230.4176,164390900
"2017-12-04",266.31,266.8,264.08,264.14,230.1389,94040600
"2017-12-05",263.19,265.15,263.04,263.19,229.3112,77994500
"2017-12-06",263.3,263.73,262.71,263.24,229.3547,75898600
"2017-12-07",264.07,264.43,262.94,264.07,230.0779,77218600
"2017-12-08",265.16,265.52,264.03,265.51,231.3325,76563900
"2017-12-11",266.31,266.38,265.48,266.31,232.0295,83077500
"2017-12-12",267.21,267.32,266.35,266.78,232.439,85195800
"2017-12-13",267.06,267.56,266.65,266.75,232.4129,102905400
"2017-12-14",267.09,267.22,265.6,265.66,231.4632,100666700
"2017-12-15",265.45,267.04,265.39,266.51,233.3907,144610300
"2017-12-18",268.1,268.6,267.98,268.2,234.8707,83653600
"2017-12-19",268.48,268.53,267.09,267.17,233.9687,82382900
"2017-12-20",268.27,268.33,266.69,267.03,233.846,76751500
"2017-12-21",267.74,268.39,267.3,267.58,234.3277,67032300
"2017-12-22",267.6,267.64,266.9,267.51,234.2664,78720900
"2017-12-26",267.05,267.44,266.89,267.19,233.9862,45244400
"2017-12-27",267.38,267.73,267.01,267.32,234.1,57751000
"2017-12-28",267.89,267.92,267.45,267.87,234.5817,45116100
"2017-12-29",268.53,268.55,266.64,266.86,233.6971,96007400
"2018-01-02",267.84,268.81,267.4,268.77,235.3698,86655700
"2018-01-03",268.96,270.64,268.96,270.47,236.8586,90070400
"2018-01-04",271.2,272.16,270.54,271.61,237.8569,80636400
"2018-01-05",272.51,273.56,271.95,273.42,239.442,83524000
"2018-01-08",273.31,274.1,272.98,273.92,239.8799,57319200
"2018-01-09",274.4,275.25,274.08,274.54,240.4228,57254000
"2018-01-10",273.68,274.42,272.92,274.12,240.055,69574300
"2018-01-11",274.75,276.12,274.56,276.12,241.8065,62361500
"2018-01-12",276.42,278.11,276.08,277.92,243.3828,90816100
"2018-01-16",279.35,280.09,276.18,276.97,242.5508,106555100
"2018-01-17",278.03,280.05,276.97,279.61,244.8627,113258800
"2018-01-18",279.48,279.96,278.58,279.14,244.4512,100728000
"2018-01-19",279.8,280.41,279.14,280.41,245.5633,140920100
"2018-01-22",280.17,282.69,280.11,282.69,247.56,91322400
"2018-01-23",282.74,283.62,282.37,283.29,248.0854,97084700
"2018-01-24",284.02,284.7,281.84,283.18,247.9892,134816100
"2018-01-25",284.16,284.27,282.4,283.3,248.0941,84587300
"2018-01-26",284.25,286.63,283.96,286.58,250.9666,107743100
"2018-01-29",285.93,286.43,284.5,284.68,249.3027,90118300
"2018-01-30",282.6,284.74,281.22,281.76,246.7455,131796400
"2018-01-31",282.73,283.3,280.68,281.9,246.8681,108364800
"2018-02-01",281.07,283.06,280.68,281.58,246.588,90102500
"2018-02-02",280.08,280.23,275.41,275.45,241.2197,173174800
"2018-02-05",273.45,275.85,263.31,263.93,231.1313,294681800
"2018-02-06",259.94,269.7,258.7,269.13,235.6851,355026800
"2018-02-07",268.5,272.36,267.58,267.67,234.4065,167376100
"2018-02-08",268.01,268.17,257.59,257.63,225.6142,246449500
"2018-02-09",260.8,263.61,252.92,261.5,229.0033,283565300
"2018-02-12",263.83,267.01,261.66,265.34,232.3661,143736000
"2018-02-13",263.97,266.62,263.31,266,232.944,81223600
"2018-02-14",264.31,270,264.3,269.59,236.088,120735700
"2018-02-15",271.57,273.04,268.77,273.03,239.1004,111200300
"2018-02-16",272.32,275.32,272.27,273.11,239.1705,160420100
"2018-02-20",272.03,273.67,270.5,271.4,237.673,86369700
"2018-02-21",271.9,274.72,269.94,270.05,236.4908,98883700
"2018-02-22",271.1,273.05,269.64,270.4,236.7973,110511300
"2018-02-23",271.79,274.71,271.25,274.71,240.5716,92766400
"2018-02-26",275.93,278.01,275.26,277.9,243.3652,86491400
"2018-02-27",278.11,278.92,274.36,274.43,240.3264,99099200
"2018-02-28",275.68,276.19,271.29,271.65,237.8919,121907800
"2018-03-01",271.41,273.17,266,267.7,234.4328,176855100
"2018-03-02",265.8,269.72,264.82,269.08,235.6413,139083200
"2018-03-05",267.73,272.89,267.61,272.19,238.3648,97307400
"2018-03-06",273.3,273.39,271.18,272.88,238.9691,79213200
"2018-03-07",270.42,273.18,270.2,272.78,238.8815,87063500
"2018-03-08",273.55,274.24,272.42,274.1,240.0375,66901200
"2018-03-09",275.7,278.87,275.34,278.87,244.2147,113625300
"2018-03-12",279.2,279.91,278.08,278.52,243.9082,71924800
"2018-03-13",279.84,280.41,276.03,276.72,242.3318,91968900
"2018-03-14",277.81,278.02,274.67,275.3,241.0883,105895100
"2018-03-15",275.88,276.61,274.43,275,240.8256,83433000
"2018-03-16",274.5,275.39,274.14,274.2,241.0868,100343700
"2018-03-19",273.35,274.4,268.62,270.49,237.8248,109208400
"2018-03-20",270.94,271.67,270.18,270.95,238.2292,59757300
"2018-03-21",270.9,273.27,270.19,270.43,237.772,78709600
"2018-03-22",267.91,268.87,263.36,263.67,231.8284,148785900
"2018-03-23",264.17,264.54,257.83,258.05,226.8871,183534800
"2018-03-26",262.13,265.43,259.41,265.11,233.0945,141956100
"2018-03-27",266.17,266.77,258.84,260.6,229.1292,129941400
"2018-03-28",260.75,262.64,258.58,259.83,228.4521,146452300
"2018-03-29",261.12,265.26,259.84,263.15,231.3712,111601600
"2018-04-02",262.55,263.13,254.67,257.47,226.3771,186286300
"2018-04-03",258.87,261.31,256.84,260.77,229.2786,119956900
"2018-04-04",256.75,264.36,256.6,263.56,231.7316,123715300
"2018-04-05",265.55,266.64,264.32,265.64,233.5605,82652600
"2018-04-06",263.42,265.11,258,259.72,228.3554,179521200
"2018-04-09",261.37,264.84,259.94,261,229.4808,105442900
"2018-04-10",264.27,266.04,262.98,265.15,233.1297,103529000
"2018-04-11",263.47,265.64,263.39,263.76,231.9075,91140200
"2018-04-12",265.26,267,265.06,265.93,233.8154,68890500
"2018-04-13",267.41,267.54,264.01,265.15,233.1297,85079200
"2018-04-16",267,268.2,266.07,267.33,235.0463,63405300
"2018-04-17",269.33,270.87,268.75,270.19,237.561,64682000
"2018-04-18",270.69,271.3,269.87,270.39,237.7369,57303900
"2018-04-19",269.65,269.88,267.72,268.89,236.4181,77655900
"2018-04-20",268.81,269.06,265.61,266.61,234.4133,99953100
"2018-04-23",267.26,267.89,265.35,266.57,234.3782,65558000
"2018-04-24",267.73,267.98,261.28,262.98,231.2218,112885500
"2018-04-25",262.91,264.13,260.85,263.63,231.7932,103840900
"2018-04-26",264.79,267.25,264.29,266.31,234.1496,67731900
"2018-04-27",267,267.34,265.5,266.56,234.3694,57053600
"2018-04-30",267.26,267.89,264.43,264.51,232.5669,82182300
"2018-05-01",263.87,265.1,262.11,264.98,232.9802,74203400
"2018-05-02",264.76,265.68,262.76,263.2,231.4152,86368900
"2018-05-03",262.26,263.36,259.05,262.62,230.9052,136311500
"2018-05-04",261.52,266.79,261.15,266.02,233.8946,91222100
"2018-05-07",266.89,268.02,266.11,266.92,234.6859,55304900
"2018-05-08",266.5,267.33,265.15,266.92,234.6859,67499200
"2018-05-09",267.68,269.87,267.09,269.5,236.9544,59666100
"2018-05-10",270.34,272.39,270.22,272.02,239.17,72063900
"2018-05-11",272.16,273.15,271.58,272.85,239.8998,59871500
"2018-05-14",273.34,274.08,272.36,272.98,240.0141,54790600
"2018-05-15",271.59,271.61,270.03,271.1,238.3611,87036100
"2018-05-16",271.14,272.76,271.11,272.24,239.3634,53942600
"2018-05-17",271.94,273.23,271.13,272.01,239.1613,56536400
"2018-05-18",271.62,272.03,270.93,271.33,238.5633,64368000
"2018-05-21",273.01,273.98,272.57,273.37,240.357,58025900
"2018-05-22",273.96,274.25,272.24,272.61,239.6888,52966400
"2018-05-23",271.17,273.39,270.99,273.36,240.3482,64694200
"2018-05-24",272.91,273.22,270.78,272.8,239.8558,76043800
"2018-05-25",272.15,272.86,271.58,272.15,239.2844,56374800
"2018-05-29",270.31,271.17,267.76,269.02,236.5323,115908600
"2018-05-30",270.5,273.11,270.42,272.61,239.6888,69678400
"2018-05-31",272.15,272.49,270.26,270.94,238.2204,93519900
"2018-06-01",272.41,273.94,272.33,273.6,240.5592,71258400
"2018-06-04",274.53,275.19,274.26,274.9,241.7023,45385200
"2018-06-05",275.05,275.53,274.18,275.1,241.878,51135000
